competencia,fecha,local,visitante
INF B 8ª,8,Unión y Progreso,Independiente (rojo)
INF B 5ª,8,Unión y Progreso,Independiente (rojo)
INF B 7ª,8,Unión y Progreso,Independiente (rojo)
INF B 6ª,8,Unión y Progreso,Independiente (rojo)
INF B 11ª,8,Unión y Progreso,Independiente (rojo)
INF B 10ª,9,Deportivo Tandil Inferiores,Ferro Azul
INF B 9ª,9,Deportivo Tandil Inferiores,Ferro Azul
INF B 8ª,9,Deportivo Tandil Inferiores,Ferro Azul
INF B 5ª,9,Deportivo Tandil Inferiores,Ferro Azul
INF B 7ª,9,Deportivo Tandil Inferiores,Ferro Azul
INF B 6ª,9,Deportivo Tandil Inferiores,Ferro Azul
INF B 11ª,9,Deportivo Tandil Inferiores,Ferro Azul
INF B 10ª,9,Grupo Universitario,Oficina
INF B 9ª,9,Grupo Universitario,Oficina
INF B 11ª,9,Grupo Universitario,Oficina
INF B 10ª,9,Herederos,Unión y Progreso
INF B 9ª,9,Herederos,Unión y Progreso
INF B 8ª,9,Herederos,Unión y Progreso
INF B 6ª,9,Herederos,Unión y Progreso
INF B 11ª,9,Herederos,Unión y Progreso
INF B 10ª,9,Independiente (rojo),Alumni/Defensores del Cerro Inferiores
INF B 9ª,9,Independiente (rojo),Alumni/Defensores del Cerro Inferiores
INF B 5ª,9,Independiente (rojo),Alumni/Defensores del Cerro Inferiores
INF B 11ª,9,Independiente (rojo),Alumni/Defensores del Cerro Inferiores
INF B 9ª,9,Velense Inferiores,Excursionistas
INF B 5ª,9,Velense Inferiores,Excursionistas
INF B 7ª,9,Velense Inferiores,Excursionistas
INF B 6ª,9,Velense Inferiores,Excursionistas
INF B 11ª,9,Velense Inferiores,Excursionistas
INF B 9ª,10,Alumni/Defensores del Cerro Inferiores,Velense Inferiores
INF B 5ª,10,Alumni/Defensores del Cerro Inferiores,Velense Inferiores
INF B 11ª,10,Alumni/Defensores del Cerro Inferiores,Velense Inferiores
INF B 10ª,10,Deportivo Tandil Inferiores,Oficina
INF B 9ª,10,Deportivo Tandil Inferiores,Oficina
INF B 11ª,10,Deportivo Tandil Inferiores,Oficina
INF B 10ª,10,Excursionistas,Ferro Azul
INF B 9ª,10,Excursionistas,Ferro Azul
INF B 8ª,10,Excursionistas,Ferro Azul
INF B 5ª,10,Excursionistas,Ferro Azul
INF B 7ª,10,Excursionistas,Ferro Azul
INF B 6ª,10,Excursionistas,Ferro Azul
INF B 11ª,10,Excursionistas,Ferro Azul
INF B 10ª,10,Grupo Universitario,Independiente (rojo)
INF B 9ª,10,Grupo Universitario,Independiente (rojo)
INF B 8ª,10,Grupo Universitario,Independiente (rojo)
INF B 5ª,10,Grupo Universitario,Independiente (rojo)
INF B 7ª,10,Grupo Universitario,Independiente (rojo)
INF B 11ª,10,Grupo Universitario,Independiente (rojo)
INF B 10ª,10,Unión y Progreso,Herederos
INF B 9ª,10,Unión y Progreso,Herederos
INF B 8ª,10,Unión y Progreso,Herederos
INF B 6ª,10,Unión y Progreso,Herederos
INF B 11ª,10,Unión y Progreso,Herederos
INF B 10ª,11,Alumni/Defensores del Cerro Inferiores,Oficina
INF B 9ª,11,Alumni/Defensores del Cerro Inferiores,Oficina
INF B 11ª,11,Alumni/Defensores del Cerro Inferiores,Oficina
INF B 10ª,11,Grupo Universitario,Deportivo Tandil Inferiores
INF B 9ª,11,Grupo Universitario,Deportivo Tandil Inferiores
INF B 8ª,11,Grupo Universitario,Deportivo Tandil Inferiores
INF B 5ª,11,Grupo Universitario,Deportivo Tandil Inferiores
INF B 7ª,11,Grupo Universitario,Deportivo Tandil Inferiores
INF B 11ª,11,Grupo Universitario,Deportivo Tandil Inferiores
INF B 10ª,11,Herederos,Independiente (rojo)
INF B 9ª,11,Herederos,Independiente (rojo)
INF B 8ª,11,Herederos,Independiente (rojo)
INF B 6ª,11,Herederos,Independiente (rojo)
INF B 11ª,11,Herederos,Independiente (rojo)
INF B 10ª,11,Unión y Progreso,Excursionistas
INF B 9ª,11,Unión y Progreso,Excursionistas
INF B 8ª,11,Unión y Progreso,Excursionistas
INF B 5ª,11,Unión y Progreso,Excursionistas
INF B 7ª,11,Unión y Progreso,Excursionistas
INF B 6ª,11,Unión y Progreso,Excursionistas
INF B 11ª,11,Unión y Progreso,Excursionistas
INF B 9ª,11,Velense Inferiores,Ferro Azul
INF B 5ª,11,Velense Inferiores,Ferro Azul
INF B 7ª,11,Velense Inferiores,Ferro Azul
INF B 6ª,11,Velense Inferiores,Ferro Azul
INF B 11ª,11,Velense Inferiores,Ferro Azul
INF B 10ª,12,Alumni/Defensores del Cerro Inferiores,Independiente (rojo)
INF B 9ª,12,Alumni/Defensores del Cerro Inferiores,Independiente (rojo)
INF B 5ª,12,Alumni/Defensores del Cerro Inferiores,Independiente (rojo)
INF B 11ª,12,Alumni/Defensores del Cerro Inferiores,Independiente (rojo)
INF B 10ª,12,Excursionistas,Deportivo Tandil Inferiores
INF B 9ª,12,Excursionistas,Deportivo Tandil Inferiores
INF B 8ª,12,Excursionistas,Deportivo Tandil Inferiores
INF B 5ª,12,Excursionistas,Deportivo Tandil Inferiores
INF B 7ª,12,Excursionistas,Deportivo Tandil Inferiores
INF B 6ª,12,Excursionistas,Deportivo Tandil Inferiores
INF B 11ª,12,Excursionistas,Deportivo Tandil Inferiores
INF B 9ª,12,Ferro Azul,Velense Inferiores
INF B 5ª,12,Ferro Azul,Velense Inferiores
INF B 7ª,12,Ferro Azul,Velense Inferiores
INF B 6ª,12,Ferro Azul,Velense Inferiores
INF B 11ª,12,Ferro Azul,Velense Inferiores
INF B 10ª,12,Grupo Universitario,Unión y Progreso
INF B 9ª,12,Grupo Universitario,Unión y Progreso
INF B 8ª,12,Grupo Universitario,Unión y Progreso
INF B 5ª,12,Grupo Universitario,Unión y Progreso
INF B 7ª,12,Grupo Universitario,Unión y Progreso
INF B 11ª,12,Grupo Universitario,Unión y Progreso
INF B 10ª,12,Oficina,Herederos
INF B 9ª,12,Oficina,Herederos
INF B 11ª,12,Oficina,Herederos
INF B 10ª,13,Alumni/Defensores del Cerro Inferiores,Ferro Azul
INF B 9ª,13,Alumni/Defensores del Cerro Inferiores,Ferro Azul
INF B 5ª,13,Alumni/Defensores del Cerro Inferiores,Ferro Azul
INF B 11ª,13,Alumni/Defensores del Cerro Inferiores,Ferro Azul
INF B 10ª,13,Excursionistas,Unión y Progreso
INF B 9ª,13,Excursionistas,Unión y Progreso
INF B 8ª,13,Excursionistas,Unión y Progreso
INF B 5ª,13,Excursionistas,Unión y Progreso
INF B 7ª,13,Excursionistas,Unión y Progreso
INF B 6ª,13,Excursionistas,Unión y Progreso
INF B 11ª,13,Excursionistas,Unión y Progreso
INF B 9ª,13,Grupo Universitario,Velense Inferiores
INF B 5ª,13,Grupo Universitario,Velense Inferiores
INF B 7ª,13,Grupo Universitario,Velense Inferiores
INF B 11ª,13,Grupo Universitario,Velense Inferiores
INF B 10ª,13,Herederos,Deportivo Tandil Inferiores
INF B 9ª,13,Herederos,Deportivo Tandil Inferiores
INF B 8ª,13,Herederos,Deportivo Tandil Inferiores
INF B 6ª,13,Herederos,Deportivo Tandil Inferiores
INF B 11ª,13,Herederos,Deportivo Tandil Inferiores
INF B 10ª,13,Independiente (rojo),Oficina
INF B 9ª,13,Independiente (rojo),Oficina
INF B 11ª,13,Independiente (rojo),Oficina
INF B 10ª,14,Ferro Azul,Alumni/Defensores del Cerro Inferiores
INF B 9ª,14,Ferro Azul,Alumni/Defensores del Cerro Inferiores
INF B 5ª,14,Ferro Azul,Alumni/Defensores del Cerro Inferiores
INF B 11ª,14,Ferro Azul,Alumni/Defensores del Cerro Inferiores
INF B 10ª,14,Herederos,Grupo Universitario
INF B 9ª,14,Herederos,Grupo Universitario
INF B 8ª,14,Herederos,Grupo Universitario
INF B 11ª,14,Herederos,Grupo Universitario
INF B 10ª,14,Independiente (rojo),Excursionistas
INF B 9ª,14,Independiente (rojo),Excursionistas
INF B 8ª,14,Independiente (rojo),Excursionistas
INF B 5ª,14,Independiente (rojo),Excursionistas
INF B 7ª,14,Independiente (rojo),Excursionistas
INF B 6ª,14,Independiente (rojo),Excursionistas
INF B 11ª,14,Independiente (rojo),Excursionistas
INF B 10ª,14,Oficina,Unión y Progreso
INF B 9ª,14,Oficina,Unión y Progreso
INF B 11ª,14,Oficina,Unión y Progreso
INF B 9ª,14,Velense Inferiores,Deportivo Tandil Inferiores
INF B 5ª,14,Velense Inferiores,Deportivo Tandil Inferiores
INF B 7ª,14,Velense Inferiores,Deportivo Tandil Inferiores
INF B 6ª,14,Velense Inferiores,Deportivo Tandil Inferiores
INF B 11ª,14,Velense Inferiores,Deportivo Tandil Inferiores
INF B 10ª,15,Alumni/Defensores del Cerro Inferiores,Deportivo Tandil Inferiores
INF B 9ª,15,Alumni/Defensores del Cerro Inferiores,Deportivo Tandil Inferiores
INF B 5ª,15,Alumni/Defensores del Cerro Inferiores,Deportivo Tandil Inferiores
INF B 11ª,15,Alumni/Defensores del Cerro Inferiores,Deportivo Tandil Inferiores
INF B 9ª,15,Excursionistas,Velense Inferiores
INF B 5ª,15,Excursionistas,Velense Inferiores
INF B 7ª,15,Excursionistas,Velense Inferiores
INF B 6ª,15,Excursionistas,Velense Inferiores
INF B 11ª,15,Excursionistas,Velense Inferiores
INF B 10ª,15,Independiente (rojo),Herederos
INF B 9ª,15,Independiente (rojo),Herederos
INF B 8ª,15,Independiente (rojo),Herederos
INF B 6ª,15,Independiente (rojo),Herederos
INF B 11ª,15,Independiente (rojo),Herederos
INF B 10ª,15,Oficina,Ferro Azul
INF B 9ª,15,Oficina,Ferro Azul
INF B 11ª,15,Oficina,Ferro Azul
INF B 10ª,15,Unión y Progreso,Grupo Universitario
INF B 9ª,15,Unión y Progreso,Grupo Universitario
INF B 8ª,15,Unión y Progreso,Grupo Universitario
INF B 5ª,15,Unión y Progreso,Grupo Universitario
INF B 7ª,15,Unión y Progreso,Grupo Universitario
INF B 11ª,15,Unión y Progreso,Grupo Universitario
INF B 10ª,16,Alumni/Defensores del Cerro Inferiores,Grupo Universitario
INF B 9ª,16,Alumni/Defensores del Cerro Inferiores,Grupo Universitario
INF B 5ª,16,Alumni/Defensores del Cerro Inferiores,Grupo Universitario
INF B 11ª,16,Alumni/Defensores del Cerro Inferiores,Grupo Universitario
INF B 10ª,16,Ferro Azul,Oficina
INF B 9ª,16,Ferro Azul,Oficina
INF B 11ª,16,Ferro Azul,Oficina
INF B 10ª,16,Herederos,Excursionistas
INF B 9ª,16,Herederos,Excursionistas
INF B 8ª,16,Herederos,Excursionistas
INF B 6ª,16,Herederos,Excursionistas
INF B 11ª,16,Herederos,Excursionistas
INF B 10ª,16,Independiente (rojo),Deportivo Tandil Inferiores
INF B 9ª,16,Independiente (rojo),Deportivo Tandil Inferiores
INF B 8ª,16,Independiente (rojo),Deportivo Tandil Inferiores
INF B 5ª,16,Independiente (rojo),Deportivo Tandil Inferiores
INF B 7ª,16,Independiente (rojo),Deportivo Tandil Inferiores
INF B 6ª,16,Independiente (rojo),Deportivo Tandil Inferiores
INF B 11ª,16,Independiente (rojo),Deportivo Tandil Inferiores
INF B 9ª,16,Unión y Progreso,Velense Inferiores
INF B 5ª,16,Unión y Progreso,Velense Inferiores
INF B 7ª,16,Unión y Progreso,Velense Inferiores
INF B 6ª,16,Unión y Progreso,Velense Inferiores
INF B 11ª,16,Unión y Progreso,Velense Inferiores
INF B 10ª,17,Ferro Azul,Grupo Universitario
INF B 9ª,17,Ferro Azul,Grupo Universitario
INF B 8ª,17,Ferro Azul,Grupo Universitario
INF B 5ª,17,Ferro Azul,Grupo Universitario
INF B 7ª,17,Ferro Azul,Grupo Universitario
INF B 11ª,17,Ferro Azul,Grupo Universitario
INF B 10ª,17,Herederos,Alumni/Defensores del Cerro Inferiores
INF B 9ª,17,Herederos,Alumni/Defensores del Cerro Inferiores
INF B 11ª,17,Herederos,Alumni/Defensores del Cerro Inferiores
INF B 9ª,17,Independiente (rojo),Velense Inferiores
INF B 5ª,17,Independiente (rojo),Velense Inferiores
INF B 7ª,17,Independiente (rojo),Velense Inferiores
INF B 6ª,17,Independiente (rojo),Velense Inferiores
INF B 11ª,17,Independiente (rojo),Velense Inferiores
INF B 10ª,17,Oficina,Excursionistas
INF B 9ª,17,Oficina,Excursionistas
INF B 11ª,17,Oficina,Excursionistas
INF B 10ª,17,Unión y Progreso,Deportivo Tandil Inferiores
INF B 9ª,17,Unión y Progreso,Deportivo Tandil Inferiores
INF B 8ª,17,Unión y Progreso,Deportivo Tandil Inferiores
INF B 5ª,17,Unión y Progreso,Deportivo Tandil Inferiores
INF B 7ª,17,Unión y Progreso,Deportivo Tandil Inferiores
INF B 6ª,17,Unión y Progreso,Deportivo Tandil Inferiores
INF B 11ª,17,Unión y Progreso,Deportivo Tandil Inferiores
INF B 10ª,18,Alumni/Defensores del Cerro Inferiores,Herederos
INF B 9ª,18,Alumni/Defensores del Cerro Inferiores,Herederos
INF B 11ª,18,Alumni/Defensores del Cerro Inferiores,Herederos
INF B 10ª,18,Excursionistas,Independiente (rojo)
INF B 9ª,18,Excursionistas,Independiente (rojo)
INF B 8ª,18,Excursionistas,Independiente (rojo)
INF B 5ª,18,Excursionistas,Independiente (rojo)
INF B 7ª,18,Excursionistas,Independiente (rojo)
INF B 6ª,18,Excursionistas,Independiente (rojo)
INF B 11ª,18,Excursionistas,Independiente (rojo)
INF B 10ª,18,Ferro Azul,Deportivo Tandil Inferiores
INF B 9ª,18,Ferro Azul,Deportivo Tandil Inferiores
INF B 8ª,18,Ferro Azul,Deportivo Tandil Inferiores
INF B 5ª,18,Ferro Azul,Deportivo Tandil Inferiores
INF B 7ª,18,Ferro Azul,Deportivo Tandil Inferiores
INF B 6ª,18,Ferro Azul,Deportivo Tandil Inferiores
INF B 11ª,18,Ferro Azul,Deportivo Tandil Inferiores
INF B 10ª,18,Oficina,Grupo Universitario
INF B 9ª,18,Oficina,Grupo Universitario
INF B 11ª,18,Oficina,Grupo Universitario
INF B 9ª,18,Velense Inferiores,Unión y Progreso
INF B 5ª,18,Velense Inferiores,Unión y Progreso
INF B 7ª,18,Velense Inferiores,Unión y Progreso
INF B 6ª,18,Velense Inferiores,Unión y Progreso
INF B 11ª,18,Velense Inferiores,Unión y Progreso
INF C 10ª,1,ATENEO ESTRADA/Deportivo Rauch Inferiores,SARMIENTO (AYACUCHO) Inferiores
INF C 5ª,1,ATENEO ESTRADA/Deportivo Rauch Inferiores,SARMIENTO (AYACUCHO) Inferiores
INF C 7ª,1,ATENEO ESTRADA/Deportivo Rauch Inferiores,SARMIENTO (AYACUCHO) Inferiores
INF C 6ª,1,ATENEO ESTRADA/Deportivo Rauch Inferiores,SARMIENTO (AYACUCHO) Inferiores
INF C 10ª,1,SAN LORENZO (RAUCH) Inferiores,ATLETICO AYACUCHO Inferiores
INF C 9ª,1,SAN LORENZO (RAUCH) Inferiores,ATLETICO AYACUCHO Inferiores
INF C 8ª,1,SAN LORENZO (RAUCH) Inferiores,ATLETICO AYACUCHO Inferiores
INF C 5ª,1,SAN LORENZO (RAUCH) Inferiores,ATLETICO AYACUCHO Inferiores
INF C 7ª,1,SAN LORENZO (RAUCH) Inferiores,ATLETICO AYACUCHO Inferiores
INF C 6ª,1,SAN LORENZO (RAUCH) Inferiores,ATLETICO AYACUCHO Inferiores
INF C 11ª,1,SAN LORENZO (RAUCH) Inferiores,ATLETICO AYACUCHO Inferiores
INF C 10ª,2,DEFENSORES DE AYACUCHO Inferiores,SAN LORENZO (RAUCH) Inferiores
INF C 9ª,2,DEFENSORES DE AYACUCHO Inferiores,SAN LORENZO (RAUCH) Inferiores
INF C 8ª,2,DEFENSORES DE AYACUCHO Inferiores,SAN LORENZO (RAUCH) Inferiores
INF C 5ª,2,DEFENSORES DE AYACUCHO Inferiores,SAN LORENZO (RAUCH) Inferiores
INF C 7ª,2,DEFENSORES DE AYACUCHO Inferiores,SAN LORENZO (RAUCH) Inferiores
INF C 6ª,2,DEFENSORES DE AYACUCHO Inferiores,SAN LORENZO (RAUCH) Inferiores
INF C 11ª,2,DEFENSORES DE AYACUCHO Inferiores,SAN LORENZO (RAUCH) Inferiores
INF C 10ª,3,ATLETICO AYACUCHO Inferiores,SAN LORENZO (RAUCH) Inferiores
INF C 9ª,3,ATLETICO AYACUCHO Inferiores,SAN LORENZO (RAUCH) Inferiores
INF C 8ª,3,ATLETICO AYACUCHO Inferiores,SAN LORENZO (RAUCH) Inferiores
INF C 5ª,3,ATLETICO AYACUCHO Inferiores,SAN LORENZO (RAUCH) Inferiores
INF C 7ª,3,ATLETICO AYACUCHO Inferiores,SAN LORENZO (RAUCH) Inferiores
INF C 6ª,3,ATLETICO AYACUCHO Inferiores,SAN LORENZO (RAUCH) Inferiores
INF C 11ª,3,ATLETICO AYACUCHO Inferiores,SAN LORENZO (RAUCH) Inferiores
INF C 10ª,3,BOTAFOGO F.C. Inferiores,ATENEO ESTRADA/Deportivo Rauch Inferiores
INF C 9ª,3,BOTAFOGO F.C. Inferiores,ATENEO ESTRADA/Deportivo Rauch Inferiores
INF C 5ª,3,BOTAFOGO F.C. Inferiores,ATENEO ESTRADA/Deportivo Rauch Inferiores
INF C 7ª,3,BOTAFOGO F.C. Inferiores,ATENEO ESTRADA/Deportivo Rauch Inferiores
INF C 6ª,3,BOTAFOGO F.C. Inferiores,ATENEO ESTRADA/Deportivo Rauch Inferiores
INF C 11ª,3,BOTAFOGO F.C. Inferiores,ATENEO ESTRADA/Deportivo Rauch Inferiores
INF C 10ª,3,DEFENSORES DE AYACUCHO Inferiores,SARMIENTO (AYACUCHO) Inferiores
INF C 8ª,3,DEFENSORES DE AYACUCHO Inferiores,SARMIENTO (AYACUCHO) Inferiores
INF C 5ª,3,DEFENSORES DE AYACUCHO Inferiores,SARMIENTO (AYACUCHO) Inferiores
INF C 7ª,3,DEFENSORES DE AYACUCHO Inferiores,SARMIENTO (AYACUCHO) Inferiores
INF C 6ª,3,DEFENSORES DE AYACUCHO Inferiores,SARMIENTO (AYACUCHO) Inferiores
INF C 10ª,4,BOTAFOGO F.C. Inferiores,ATLETICO AYACUCHO Inferiores
INF C 9ª,4,BOTAFOGO F.C. Inferiores,ATLETICO AYACUCHO Inferiores
INF C 5ª,4,BOTAFOGO F.C. Inferiores,ATLETICO AYACUCHO Inferiores
INF C 7ª,4,BOTAFOGO F.C. Inferiores,ATLETICO AYACUCHO Inferiores
INF C 6ª,4,BOTAFOGO F.C. Inferiores,ATLETICO AYACUCHO Inferiores
INF C 11ª,4,BOTAFOGO F.C. Inferiores,ATLETICO AYACUCHO Inferiores
INF C 10ª,4,SAN LORENZO (RAUCH) Inferiores,ATENEO ESTRADA/Deportivo Rauch Inferiores
INF C 9ª,4,SAN LORENZO (RAUCH) Inferiores,ATENEO ESTRADA/Deportivo Rauch Inferiores
INF C 5ª,4,SAN LORENZO (RAUCH) Inferiores,ATENEO ESTRADA/Deportivo Rauch Inferiores
INF C 7ª,4,SAN LORENZO (RAUCH) Inferiores,ATENEO ESTRADA/Deportivo Rauch Inferiores
INF C 6ª,4,SAN LORENZO (RAUCH) Inferiores,ATENEO ESTRADA/Deportivo Rauch Inferiores
INF C 11ª,4,SAN LORENZO (RAUCH) Inferiores,ATENEO ESTRADA/Deportivo Rauch Inferiores
INF C 10ª,5,BOTAFOGO F.C. Inferiores,SAN LORENZO (RAUCH) Inferiores
INF C 9ª,5,BOTAFOGO F.C. Inferiores,SAN LORENZO (RAUCH) Inferiores
INF C 5ª,5,BOTAFOGO F.C. Inferiores,SAN LORENZO (RAUCH) Inferiores
INF C 7ª,5,BOTAFOGO F.C. Inferiores,SAN LORENZO (RAUCH) Inferiores
INF C 6ª,5,BOTAFOGO F.C. Inferiores,SAN LORENZO (RAUCH) Inferiores
INF C 11ª,5,BOTAFOGO F.C. Inferiores,SAN LORENZO (RAUCH) Inferiores
INF C 10ª,6,ATLETICO AYACUCHO Inferiores,DEFENSORES DE AYACUCHO Inferiores
INF C 9ª,6,ATLETICO AYACUCHO Inferiores,DEFENSORES DE AYACUCHO Inferiores
INF C 8ª,6,ATLETICO AYACUCHO Inferiores,DEFENSORES DE AYACUCHO Inferiores
INF C 5ª,6,ATLETICO AYACUCHO Inferiores,DEFENSORES DE AYACUCHO Inferiores
INF C 7ª,6,ATLETICO AYACUCHO Inferiores,DEFENSORES DE AYACUCHO Inferiores
INF C 6ª,6,ATLETICO AYACUCHO Inferiores,DEFENSORES DE AYACUCHO Inferiores
INF C 11ª,6,ATLETICO AYACUCHO Inferiores,DEFENSORES DE AYACUCHO Inferiores
INF C 10ª,6,SAN LORENZO (RAUCH) Inferiores,SARMIENTO (AYACUCHO) Inferiores
INF C 8ª,6,SAN LORENZO (RAUCH) Inferiores,SARMIENTO (AYACUCHO) Inferiores
INF C 5ª,6,SAN LORENZO (RAUCH) Inferiores,SARMIENTO (AYACUCHO) Inferiores
INF C 7ª,6,SAN LORENZO (RAUCH) Inferiores,SARMIENTO (AYACUCHO) Inferiores
INF C 6ª,6,SAN LORENZO (RAUCH) Inferiores,SARMIENTO (AYACUCHO) Inferiores
INF C 10ª,7,DEFENSORES DE AYACUCHO Inferiores,ATLETICO AYACUCHO Inferiores
INF C 9ª,7,DEFENSORES DE AYACUCHO Inferiores,ATLETICO AYACUCHO Inferiores
INF C 8ª,7,DEFENSORES DE AYACUCHO Inferiores,ATLETICO AYACUCHO Inferiores
INF C 5ª,7,DEFENSORES DE AYACUCHO Inferiores,ATLETICO AYACUCHO Inferiores
INF C 7ª,7,DEFENSORES DE AYACUCHO Inferiores,ATLETICO AYACUCHO Inferiores
INF C 6ª,7,DEFENSORES DE AYACUCHO Inferiores,ATLETICO AYACUCHO Inferiores
INF C 11ª,7,DEFENSORES DE AYACUCHO Inferiores,ATLETICO AYACUCHO Inferiores
INF C 10ª,8,BOTAFOGO F.C. Inferiores,SARMIENTO (AYACUCHO) Inferiores
INF C 5ª,8,BOTAFOGO F.C. Inferiores,SARMIENTO (AYACUCHO) Inferiores
INF C 7ª,8,BOTAFOGO F.C. Inferiores,SARMIENTO (AYACUCHO) Inferiores
INF C 6ª,8,BOTAFOGO F.C. Inferiores,SARMIENTO (AYACUCHO) Inferiores
INF C 10ª,9,DEFENSORES DE AYACUCHO Inferiores,ATENEO ESTRADA/Deportivo Rauch Inferiores
INF C 9ª,9,DEFENSORES DE AYACUCHO Inferiores,ATENEO ESTRADA/Deportivo Rauch Inferiores
INF C 5ª,9,DEFENSORES DE AYACUCHO Inferiores,ATENEO ESTRADA/Deportivo Rauch Inferiores
INF C 7ª,9,DEFENSORES DE AYACUCHO Inferiores,ATENEO ESTRADA/Deportivo Rauch Inferiores
INF C 6ª,9,DEFENSORES DE AYACUCHO Inferiores,ATENEO ESTRADA/Deportivo Rauch Inferiores
INF C 11ª,9,DEFENSORES DE AYACUCHO Inferiores,ATENEO ESTRADA/Deportivo Rauch Inferiores
INF C 10ª,10,ATENEO ESTRADA/Deportivo Rauch Inferiores,SAN LORENZO (RAUCH) Inferiores
INF C 9ª,10,ATENEO ESTRADA/Deportivo Rauch Inferiores,SAN LORENZO (RAUCH) Inferiores
INF C 5ª,10,ATENEO ESTRADA/Deportivo Rauch Inferiores,SAN LORENZO (RAUCH) Inferiores
INF C 7ª,10,ATENEO ESTRADA/Deportivo Rauch Inferiores,SAN LORENZO (RAUCH) Inferiores
INF C 6ª,10,ATENEO ESTRADA/Deportivo Rauch Inferiores,SAN LORENZO (RAUCH) Inferiores
INF C 11ª,10,ATENEO ESTRADA/Deportivo Rauch Inferiores,SAN LORENZO (RAUCH) Inferiores
INF C 10ª,12,SARMIENTO (AYACUCHO) Inferiores,BOTAFOGO F.C. Inferiores
INF C 5ª,12,SARMIENTO (AYACUCHO) Inferiores,BOTAFOGO F.C. Inferiores
INF C 7ª,12,SARMIENTO (AYACUCHO) Inferiores,BOTAFOGO F.C. Inferiores
INF C 6ª,12,SARMIENTO (AYACUCHO) Inferiores,BOTAFOGO F.C. Inferiores
INF C 10ª,13,BOTAFOGO F.C. Inferiores,DEFENSORES DE AYACUCHO Inferiores
INF C 9ª,13,BOTAFOGO F.C. Inferiores,DEFENSORES DE AYACUCHO Inferiores
INF C 5ª,13,BOTAFOGO F.C. Inferiores,DEFENSORES DE AYACUCHO Inferiores
INF C 7ª,13,BOTAFOGO F.C. Inferiores,DEFENSORES DE AYACUCHO Inferiores
INF C 6ª,13,BOTAFOGO F.C. Inferiores,DEFENSORES DE AYACUCHO Inferiores
INF C 11ª,13,BOTAFOGO F.C. Inferiores,DEFENSORES DE AYACUCHO Inferiores
INF C 10ª,13,SARMIENTO (AYACUCHO) Inferiores,ATLETICO AYACUCHO Inferiores
INF C 8ª,13,SARMIENTO (AYACUCHO) Inferiores,ATLETICO AYACUCHO Inferiores
INF C 5ª,13,SARMIENTO (AYACUCHO) Inferiores,ATLETICO AYACUCHO Inferiores
INF C 7ª,13,SARMIENTO (AYACUCHO) Inferiores,ATLETICO AYACUCHO Inferiores
INF C 6ª,13,SARMIENTO (AYACUCHO) Inferiores,ATLETICO AYACUCHO Inferiores
INF C 10ª,14,ATLETICO AYACUCHO Inferiores,SARMIENTO (AYACUCHO) Inferiores
INF C 8ª,14,ATLETICO AYACUCHO Inferiores,SARMIENTO (AYACUCHO) Inferiores
INF C 5ª,14,ATLETICO AYACUCHO Inferiores,SARMIENTO (AYACUCHO) Inferiores
INF C 7ª,14,ATLETICO AYACUCHO Inferiores,SARMIENTO (AYACUCHO) Inferiores
INF C 6ª,14,ATLETICO AYACUCHO Inferiores,SARMIENTO (AYACUCHO) Inferiores
INF C 10ª,15,SAN LORENZO (RAUCH) Inferiores,DEFENSORES DE AYACUCHO Inferiores
INF C 9ª,15,SAN LORENZO (RAUCH) Inferiores,DEFENSORES DE AYACUCHO Inferiores
INF C 8ª,15,SAN LORENZO (RAUCH) Inferiores,DEFENSORES DE AYACUCHO Inferiores
INF C 5ª,15,SAN LORENZO (RAUCH) Inferiores,DEFENSORES DE AYACUCHO Inferiores
INF C 7ª,15,SAN LORENZO (RAUCH) Inferiores,DEFENSORES DE AYACUCHO Inferiores
INF C 6ª,15,SAN LORENZO (RAUCH) Inferiores,DEFENSORES DE AYACUCHO Inferiores
INF C 11ª,15,SAN LORENZO (RAUCH) Inferiores,DEFENSORES DE AYACUCHO Inferiores
INF C 10ª,16,ATLETICO AYACUCHO Inferiores,ATENEO ESTRADA/Deportivo Rauch Inferiores
INF C 9ª,16,ATLETICO AYACUCHO Inferiores,ATENEO ESTRADA/Deportivo Rauch Inferiores
INF C 5ª,16,ATLETICO AYACUCHO Inferiores,ATENEO ESTRADA/Deportivo Rauch Inferiores
INF C 7ª,16,ATLETICO AYACUCHO Inferiores,ATENEO ESTRADA/Deportivo Rauch Inferiores
INF C 6ª,16,ATLETICO AYACUCHO Inferiores,ATENEO ESTRADA/Deportivo Rauch Inferiores
INF C 11ª,16,ATLETICO AYACUCHO Inferiores,ATENEO ESTRADA/Deportivo Rauch Inferiores
INF C 10ª,16,DEFENSORES DE AYACUCHO Inferiores,BOTAFOGO F.C. Inferiores
INF C 9ª,16,DEFENSORES DE AYACUCHO Inferiores,BOTAFOGO F.C. Inferiores
INF C 5ª,16,DEFENSORES DE AYACUCHO Inferiores,BOTAFOGO F.C. Inferiores
INF C 7ª,16,DEFENSORES DE AYACUCHO Inferiores,BOTAFOGO F.C. Inferiores
INF C 6ª,16,DEFENSORES DE AYACUCHO Inferiores,BOTAFOGO F.C. Inferiores
INF C 11ª,16,DEFENSORES DE AYACUCHO Inferiores,BOTAFOGO F.C. Inferiores
INF C 10ª,17,ATENEO ESTRADA/Deportivo Rauch Inferiores,DEFENSORES DE AYACUCHO Inferiores
