competencia,fecha,local,visitante
FEMENINO FEM SUB-14,19,Juarense Femenino,Independiente Femenino
FEMENINO FEM SUB-16,19,Juarense Femenino,Independiente Femenino
FEMENINO FEM PRIMERA,19,Juventud Unida Fem (Blanco),Santamarina Femenino
FEMENINO FEM SUB-12,19,Juventud Unida Fem (Blanco),Santamarina Femenino
FEMENINO FEM SUB-14,19,Juventud Unida Fem (Blanco),Santamarina Femenino
FEMENINO FEM SUB-16,19,Juventud Unida Fem (Blanco),Santamarina Femenino
FEMENINO FEM SUB-12,19,Juventud Unida Fem (Negro),El Potrero
FEMENINO FEM SUB-14,19,Juventud Unida Fem (Negro),El Potrero
FEMENINO FEM PRIMERA,19,San José Femenino,ATLETICO AYACUCHO Femenino
FEMENINO FEM SUB-14,19,San José Femenino,ATLETICO AYACUCHO Femenino
FEMENINO FEM SUB-16,19,San José Femenino,ATLETICO AYACUCHO Femenino
FEMENINO FEM PRIMERA,20,El Potrero,Juventud Unida Fem (Blanco)
FEMENINO FEM SUB-12,20,El Potrero,Juventud Unida Fem (Blanco)
FEMENINO FEM SUB-14,20,El Potrero,Juventud Unida Fem (Blanco)
FEMENINO FEM SUB-16,20,El Potrero,Juventud Unida Fem (Blanco)
FEMENINO FEM PRIMERA,20,Excursionistas Femenino,Santamarina Femenino
FEMENINO FEM SUB-12,20,Excursionistas Femenino,Santamarina Femenino
FEMENINO FEM SUB-14,20,Excursionistas Femenino,Santamarina Femenino
FEMENINO FEM PRIMERA,20,Ferrocarril Sud Femenino,Juarense Femenino
FEMENINO FEM SUB-12,20,Ferrocarril Sud Femenino,Juarense Femenino
FEMENINO FEM SUB-14,20,Ferrocarril Sud Femenino,Juarense Femenino
FEMENINO FEM SUB-16,20,Ferrocarril Sud Femenino,Juarense Femenino
FEMENINO FEM PRIMERA,20,Gimnasia y Esgrima Femenino,ATLETICO AYACUCHO Femenino
FEMENINO FEM SUB-14,20,Gimnasia y Esgrima Femenino,ATLETICO AYACUCHO Femenino
FEMENINO FEM SUB-16,20,Gimnasia y Esgrima Femenino,ATLETICO AYACUCHO Femenino
FEMENINO FEM SUB-16,20,Independiente Femenino,SAN LORENZO (RAUCH) Femenino
FEMENINO FEM PRIMERA,20,Loma Negra Femenino,San José Femenino
FEMENINO FEM PRIMERA,21,Ferrocarril Sud Femenino,El Potrero
FEMENINO FEM SUB-12,21,Ferrocarril Sud Femenino,El Potrero
FEMENINO FEM SUB-14,21,Ferrocarril Sud Femenino,El Potrero
FEMENINO FEM SUB-16,21,Ferrocarril Sud Femenino,El Potrero
FEMENINO FEM PRIMERA,21,Independiente Femenino,Santamarina Femenino
FEMENINO FEM SUB-12,21,Independiente Femenino,Santamarina Femenino
FEMENINO FEM SUB-14,21,Independiente Femenino,Santamarina Femenino
FEMENINO FEM SUB-16,21,Independiente Femenino,Santamarina Femenino
FEMENINO FEM PRIMERA,21,Juarense Femenino,ATLETICO AYACUCHO Femenino
FEMENINO FEM SUB-14,21,Juarense Femenino,ATLETICO AYACUCHO Femenino
FEMENINO FEM SUB-16,21,Juarense Femenino,ATLETICO AYACUCHO Femenino
FEMENINO FEM PRIMERA,21,San José Femenino,Juventud Unida Fem (Blanco)
FEMENINO FEM SUB-12,21,San José Femenino,Juventud Unida Fem (Blanco)
FEMENINO FEM SUB-14,21,San José Femenino,Juventud Unida Fem (Blanco)
FEMENINO FEM SUB-16,21,San José Femenino,Juventud Unida Fem (Blanco)
FEMENINO FEM PRIMERA,22,ATLETICO AYACUCHO Femenino,Ferrocarril Sud Femenino
FEMENINO FEM SUB-14,22,ATLETICO AYACUCHO Femenino,Ferrocarril Sud Femenino
FEMENINO FEM SUB-16,22,ATLETICO AYACUCHO Femenino,Ferrocarril Sud Femenino
FEMENINO FEM PRIMERA,22,Excursionistas Femenino,San José Femenino
FEMENINO FEM SUB-12,22,Excursionistas Femenino,San José Femenino
FEMENINO FEM SUB-14,22,Excursionistas Femenino,San José Femenino
FEMENINO FEM PRIMERA,22,Gimnasia y Esgrima Femenino,El Potrero
FEMENINO FEM SUB-12,22,Gimnasia y Esgrima Femenino,El Potrero
FEMENINO FEM SUB-14,22,Gimnasia y Esgrima Femenino,El Potrero
FEMENINO FEM SUB-16,22,Gimnasia y Esgrima Femenino,El Potrero
FEMENINO FEM SUB-12,22,Juventud Unida Fem (Negro),Independiente Femenino
FEMENINO FEM SUB-14,22,Juventud Unida Fem (Negro),Independiente Femenino
FEMENINO FEM PRIMERA,22,Loma Negra Femenino,Santamarina Femenino
FEMENINO FEM SUB-16,22,SAN LORENZO (RAUCH) Femenino,Juventud Unida Fem (Blanco)
FEMENINO FEM PRIMERA,23,ATLETICO AYACUCHO Femenino,El Potrero
FEMENINO FEM SUB-14,23,ATLETICO AYACUCHO Femenino,El Potrero
FEMENINO FEM SUB-16,23,ATLETICO AYACUCHO Femenino,El Potrero
FEMENINO FEM PRIMERA,23,Independiente Femenino,Juarense Femenino
FEMENINO FEM SUB-12,23,Independiente Femenino,Juarense Femenino
FEMENINO FEM SUB-14,23,Independiente Femenino,Juarense Femenino
FEMENINO FEM SUB-16,23,Independiente Femenino,Juarense Femenino
FEMENINO FEM PRIMERA,23,Juventud Unida Fem (Blanco),Gimnasia y Esgrima Femenino
FEMENINO FEM SUB-12,23,Juventud Unida Fem (Blanco),Gimnasia y Esgrima Femenino
FEMENINO FEM SUB-14,23,Juventud Unida Fem (Blanco),Gimnasia y Esgrima Femenino
FEMENINO FEM SUB-16,23,Juventud Unida Fem (Blanco),Gimnasia y Esgrima Femenino
FEMENINO FEM SUB-12,23,Juventud Unida Fem (Negro),San José Femenino
FEMENINO FEM SUB-14,23,Juventud Unida Fem (Negro),San José Femenino
FEMENINO FEM PRIMERA,23,Santamarina Femenino,Excursionistas Femenino
FEMENINO FEM SUB-12,23,Santamarina Femenino,Excursionistas Femenino
FEMENINO FEM SUB-14,23,Santamarina Femenino,Excursionistas Femenino
FEMENINO FEM PRIMERA,24,ATLETICO AYACUCHO Femenino,Juventud Unida Fem (Blanco)
FEMENINO FEM SUB-14,24,ATLETICO AYACUCHO Femenino,Juventud Unida Fem (Blanco)
FEMENINO FEM SUB-16,24,ATLETICO AYACUCHO Femenino,Juventud Unida Fem (Blanco)
FEMENINO FEM PRIMERA,24,El Potrero,Ferrocarril Sud Femenino
FEMENINO FEM SUB-12,24,El Potrero,Ferrocarril Sud Femenino
FEMENINO FEM SUB-14,24,El Potrero,Ferrocarril Sud Femenino
FEMENINO FEM SUB-16,24,El Potrero,Ferrocarril Sud Femenino
FEMENINO FEM PRIMERA,24,Gimnasia y Esgrima Femenino,Juarense Femenino
FEMENINO FEM SUB-12,24,Gimnasia y Esgrima Femenino,Juarense Femenino
FEMENINO FEM SUB-14,24,Gimnasia y Esgrima Femenino,Juarense Femenino
FEMENINO FEM SUB-16,24,Gimnasia y Esgrima Femenino,Juarense Femenino
FEMENINO FEM SUB-12,24,Juventud Unida Fem (Negro),Excursionistas Femenino
FEMENINO FEM SUB-14,24,Juventud Unida Fem (Negro),Excursionistas Femenino
FEMENINO FEM SUB-16,24,San José Femenino,SAN LORENZO (RAUCH) Femenino
FEMENINO FEM PRIMERA,24,Santamarina Femenino,Loma Negra Femenino
FEMENINO FEM PRIMERA,25,ATLETICO AYACUCHO Femenino,San José Femenino
FEMENINO FEM SUB-14,25,ATLETICO AYACUCHO Femenino,San José Femenino
FEMENINO FEM SUB-16,25,ATLETICO AYACUCHO Femenino,San José Femenino
FEMENINO FEM SUB-16,25,El Potrero,SAN LORENZO (RAUCH) Femenino
FEMENINO FEM PRIMERA,25,Independiente Femenino,Gimnasia y Esgrima Femenino
FEMENINO FEM SUB-12,25,Independiente Femenino,Gimnasia y Esgrima Femenino
FEMENINO FEM SUB-14,25,Independiente Femenino,Gimnasia y Esgrima Femenino
FEMENINO FEM SUB-16,25,Independiente Femenino,Gimnasia y Esgrima Femenino
FEMENINO FEM PRIMERA,25,Juarense Femenino,Ferrocarril Sud Femenino
FEMENINO FEM SUB-12,25,Juarense Femenino,Ferrocarril Sud Femenino
FEMENINO FEM SUB-14,25,Juarense Femenino,Ferrocarril Sud Femenino
FEMENINO FEM SUB-16,25,Juarense Femenino,Ferrocarril Sud Femenino
FEMENINO FEM PRIMERA,25,Juventud Unida Fem (Blanco),Excursionistas Femenino
FEMENINO FEM SUB-12,25,Juventud Unida Fem (Blanco),Excursionistas Femenino
FEMENINO FEM SUB-14,25,Juventud Unida Fem (Blanco),Excursionistas Femenino
FEMENINO FEM PRIMERA,26,El Potrero,Santamarina Femenino
FEMENINO FEM SUB-12,26,El Potrero,Santamarina Femenino
FEMENINO FEM SUB-14,26,El Potrero,Santamarina Femenino
FEMENINO FEM SUB-16,26,El Potrero,Santamarina Femenino
FEMENINO FEM PRIMERA,26,Excursionistas Femenino,Loma Negra Femenino
FEMENINO FEM SUB-16,26,Gimnasia y Esgrima Femenino,SAN LORENZO (RAUCH) Femenino
FEMENINO FEM PRIMERA,26,Independiente Femenino,Juventud Unida Fem (Blanco)
FEMENINO FEM SUB-12,26,Independiente Femenino,Juventud Unida Fem (Blanco)
FEMENINO FEM SUB-14,26,Independiente Femenino,Juventud Unida Fem (Blanco)
FEMENINO FEM SUB-16,26,Independiente Femenino,Juventud Unida Fem (Blanco)
FEMENINO FEM SUB-12,26,Juventud Unida Fem (Negro),Juarense Femenino
FEMENINO FEM SUB-14,26,Juventud Unida Fem (Negro),Juarense Femenino
FEMENINO FEM PRIMERA,26,San José Femenino,Ferrocarril Sud Femenino
FEMENINO FEM SUB-12,26,San José Femenino,Ferrocarril Sud Femenino
FEMENINO FEM SUB-14,26,San José Femenino,Ferrocarril Sud Femenino
FEMENINO FEM SUB-16,26,San José Femenino,Ferrocarril Sud Femenino
